reduced_formulas,etl,htl,bandgap,device_stack,pce,etl_SMILES,htl_SMILES
C7Cs3H42I30N7Pb10,['C60'],['PTAA'],0.0,"['SLG', 'FTO', 'PTAA', 'Perovskite', 'C60', 'Ag']",15.37,['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23'],['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C']
C7Cs3H42I30N7Pb5Sn5,"['PCBM-60', 'bis-C60']",['PEDOT:PSS'],1.2800001364878613,"['SLG', 'ITO', 'PEDOT:PSS', 'Perovskite', 'PCBM-60', 'bis‐C60', 'Ag']",2.94,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
C7H21I3N2Pb,"['TiO2-c', 'TiO2-mp']",['MEH-PPV'],1.6000001706098266,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'Perovskite', 'MEH-PPV', 'Au']",8.87,"['O=[Ti]=O', 'O=[Ti]=O']",['CCCCC(CC)COC1=C(C=C(C=C1)OC)C=C']
C7H30I12N4Pb4,"['TiO2-c', 'TiO2-mp']",['Spiro-MeOTAD'],0.0,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'Perovskite', 'Spiro-MeOTAD', 'Au']",8.01,"['O=[Ti]=O', 'O=[Ti]=O']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
C7H30I13N4Pb4,"['PCBM-60', 'BCP']",['PEDOT:PSS'],1.6000001706098266,"['SLG', 'ITO', 'PEDOT:PSS', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",8.98,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
C7H34I15N5Pb5,"['TiO2-c', 'TiO2-mp']",['Spiro-MeOTAD'],1.5900001695435149,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'Perovskite', 'Spiro-MeOTAD', 'Ag']",8.95,"['O=[Ti]=O', 'O=[Ti]=O']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
C81H376I181N61Pb60,"['TiO2-c', 'TiO2-mp']",['Spiro-MeOTAD'],1.6100001716761378,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'Perovskite', 'Spiro-MeOTAD', 'Au']",15.95,"['O=[Ti]=O', 'O=[Ti]=O']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
C830Cs170H4150I3000N1660Pb999Sn,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.5100001610130236,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",12.3,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C830Cs170H4150I3000N1660Pb999Sn,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.5500001652782696,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",3.5,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C838Cs172H4192I3030N1677Pb1010,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.5100001610130236,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",14.4,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C838Cs172H4192I3030N1677Pb1010,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.5800001684772036,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",15.6,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb100,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.5100001610130236,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",15.4,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb100,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.5500001652782696,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",16.1,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb100,['SnO2-c'],['Spiro-MeOTAD'],0.0,"['SLG', 'FTO', 'SnO2-c', 'Perovskite', 'Spiro-MeOTAD', 'Au']",15.965,['O=[Sn]=O'],['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
C83Cs17H415I300N166Pb100,['TiO2-c'],['Spiro-MeOTAD'],1.5600001663445808,"['SLG', 'FTO', 'TiO2-c', 'Perovskite', 'Spiro-MeOTAD', 'Au']",13.5,['O=[Ti]=O'],['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
C83Cs17H415I300N166Pb100,"['TiO2-c', 'TiO2-mp', 'SnO2-c']",['Spiro-MeOTAD'],0.0,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'SnO2-c', 'Perovskite', 'Spiro-MeOTAD', 'Au']",17.6,"['O=[Ti]=O', 'O=[Ti]=O', 'O=[Sn]=O']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
C83Cs17H415I300N166Pb30Sn70,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.250000133288927,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",9.3,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb40Sn60,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.250000133288927,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",9.95,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb50Sn50,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.2600001343552383,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",12.100000000000001,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb60Sn40,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.2700001354215498,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",7.2,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb60Sn40,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.2800001364878613,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",13.0,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb70Sn30,"['PCBM-60', 'BCP']",['PEDOT:PSS'],1.3200001407531068,"['SLG', 'ITO', 'PEDOT:PSS', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",16.4,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
C83Cs17H415I300N166Pb70Sn30,"['PCBM-60', 'BCP']",['PEDOT:PSS'],1.3300001418194183,"['SLG', 'ITO', 'PEDOT:PSS', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",16.0,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
C83Cs17H415I300N166Pb70Sn30,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.300000138620484,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",10.6,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb70Sn30,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.3200001407531068,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",12.5,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb80Sn20,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.3400001428857296,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",5.8,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb80Sn20,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.3600001450183525,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",7.7,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb90Sn10,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.4100001503499096,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",10.2,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb90Sn10,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.4700001567477778,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",8.5,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb95Sn5,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.4500001546151553,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",7.6,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb95Sn5,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.520000162079335,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",5.4,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
C83Cs17H415I300N166Pb98Sn2,"['PCBM-60', 'BCP']","['PTAA', 'PFN']",1.5100001610130236,"['SLG', 'FTO', 'PTAA', 'PFN', 'Perovskite', 'PCBM-60', 'BCP', 'Ag']",6.5,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']","['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C', 'CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O']"
